sim,radiotype,radio,carrier,mcc,mnc,area,cellid,enbrnc,lcid,xarfcn,unit,band,fc,sigl,asu,signal,lat,lon,acc,time,speed,bearing,alt,api,device,rsrq,rssnr,ss,cqi,ta,rssi_cdma,rssi_evdo,ecio_cdma,ecio_evdo,n_radiotype,n_xarfcn,n_unit,n_band,n_fc,n_signal,n_rsrq
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,62,-78,35.7647449,51.5651909,3.9,1.71844E+12,0.9,115.1,1582.9,33,Xiaomi_Redmi_Note_8,-11,10,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,58,-82,35.7647191,51.5652464,4.6,1.71844E+12,0.9,114.4,1582.1,33,Xiaomi_Redmi_Note_8,-11,5,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,60,-80,35.7646819,51.5653038,5.5,1.71844E+12,0.9,121.3,1581.6,33,Xiaomi_Redmi_Note_8,-11,9,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,53,-87,35.764643,51.5653477,5.8,1.71844E+12,1,145.2,1580.4,33,Xiaomi_Redmi_Note_8,-12,4,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,55,-85,35.7645878,51.565375,5.5,1.71844E+12,1.1,160.5,1582.6,33,Xiaomi_Redmi_Note_8,-12,-2,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,65,-75,35.7645415,51.5654055,5.8,1.71844E+12,1.1,149.2,1582.4,33,Xiaomi_Redmi_Note_8,-11,10,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,50,-90,35.7644974,51.5654471,6.2,1.71844E+12,1,129.8,1582.3,33,Xiaomi_Redmi_Note_8,-10,3,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,67,-73,35.7645037,51.5654723,5.6,1.71844E+12,0.1,71.4,1580.7,33,Xiaomi_Redmi_Note_8,-11,12,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,62,-78,35.7644998,51.5654942,4.3,1.71844E+12,0.5,110.2,1582.1,33,Xiaomi_Redmi_Note_8,-15,-1,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,65,-75,35.7644587,51.5655285,4.7,1.71844E+12,1.1,152.8,1583.6,33,Xiaomi_Redmi_Note_8,-11,10,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,61,-79,35.7644247,51.5655748,5.8,1.71844E+12,1.2,138.6,1584.8,33,Xiaomi_Redmi_Note_8,-11,2,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,61,-79,35.7643904,51.5656167,7.1,1.71844E+12,1.1,131,1587.1,33,Xiaomi_Redmi_Note_8,-11,2,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,62,-78,35.7643791,51.5656736,7.3,1.71844E+12,1,123,1585.7,33,Xiaomi_Redmi_Note_8,-11,3,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,62,-78,35.7643457,51.5657265,6.6,1.71844E+12,1.1,130,1584,33,Xiaomi_Redmi_Note_8,-13,1,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,61,-79,35.7643082,51.5657711,5.6,1.71844E+12,1.1,136.2,1584,33,Xiaomi_Redmi_Note_8,-12,6,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,60,-80,35.7642798,51.5658284,5.1,1.71844E+12,1.1,122.4,1586.3,33,Xiaomi_Redmi_Note_8,-12,6,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,60,-80,35.7642526,51.5658827,4.9,1.71844E+12,1.1,129.8,1585.6,33,Xiaomi_Redmi_Note_8,-12,6,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,63,-77,35.7642143,51.5659253,5.3,1.71844E+12,1.1,135.8,1588.2,33,Xiaomi_Redmi_Note_8,-11,-2,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,58,-82,35.764171,51.5659669,5.6,1.71844E+12,1.2,135.7,1591.1,33,Xiaomi_Redmi_Note_8,-12,3,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,58,-82,35.764132,51.566086,5,1.71844E+12,1.1,97.8,1590.4,33,Xiaomi_Redmi_Note_8,-17,-6,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,60,-80,35.7641011,51.566155,5.2,1.71844E+12,1.2,123.2,1587.9,33,Xiaomi_Redmi_Note_8,-16,0,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,57,-83,35.764081,51.5662314,5.3,1.71844E+12,1.2,113.8,1588.8,33,Xiaomi_Redmi_Note_8,-14,-1,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,57,-83,35.7640676,51.5662932,5.6,1.71844E+12,1,98.6,1592.2,33,Xiaomi_Redmi_Note_8,-14,-1,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,59,-81,35.7640919,51.5663147,5.7,1.71844E+12,0.3,355.7,1588.7,33,Xiaomi_Redmi_Note_8,-12,10,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,52,-88,35.7641069,51.566316,5.5,1.71844E+12,0.1,-2000,1588.1,33,Xiaomi_Redmi_Note_8,-15,1,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,48,-92,35.7640851,51.5663167,5.3,1.71844E+12,0,-2000,1580.6,33,Xiaomi_Redmi_Note_8,-16,-5,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,57,-83,35.7640744,51.5663187,5.6,1.71844E+12,0.1,-2000,1582.3,33,Xiaomi_Redmi_Note_8,-14,10,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,56,-84,35.7640632,51.5663177,5.4,1.71844E+12,0,-2000,1581.7,33,Xiaomi_Redmi_Note_8,-12,12,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,69,-71,35.7640257,51.5663346,7.5,1.71844E+12,0.2,81.7,1582.9,33,Xiaomi_Redmi_Note_8,-11,7,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,61,-79,35.7640265,51.5663469,6.5,1.71844E+12,0.2,72.4,1583.9,33,Xiaomi_Redmi_Note_8,-12,8,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,56,-84,35.7640273,51.5663551,8.1,1.71844E+12,0.2,150.1,1582.5,33,Xiaomi_Redmi_Note_8,-15,0,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,63,-77,35.7640041,51.5663987,6.2,1.71844E+12,0.7,128.9,1581.3,33,Xiaomi_Redmi_Note_8,-12,12,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,62,-78,35.7639914,51.5664004,4.6,1.71844E+12,0.3,36.5,1584.2,33,Xiaomi_Redmi_Note_8,-12,7,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,55,-85,35.7639125,51.5664118,16.2,1.71844E+12,1.1,165.3,1584.2,33,Xiaomi_Redmi_Note_8,-13,1,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,58,-82,35.763905,51.5665426,9.1,1.71844E+12,1,110.6,1588.3,33,Xiaomi_Redmi_Note_8,-14,12,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,63,-77,35.7639008,51.56658,6.1,1.71844E+12,1,108.5,1585.6,33,Xiaomi_Redmi_Note_8,-13,9,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,62,-78,35.763885,51.5666114,6.6,1.71844E+12,1,129.1,1583.6,33,Xiaomi_Redmi_Note_8,-15,2,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,65,-75,35.7638272,51.5666348,7.4,1.71844E+12,1,138.3,1582.2,33,Xiaomi_Redmi_Note_8,-13,4,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,65,-75,35.7638046,51.5667095,6.8,1.71844E+12,1.1,112.8,1581.4,33,Xiaomi_Redmi_Note_8,-13,4,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,55,-85,35.7637813,51.5667866,5.8,1.71844E+12,1.1,105.5,1580.3,33,Xiaomi_Redmi_Note_8,-14,0,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,58,-82,35.7637491,51.566845,5.4,1.71844E+12,1.1,106.7,1581.7,33,Xiaomi_Redmi_Note_8,-17,4,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,66,-74,35.7637125,51.56689,5.6,1.71844E+12,1.2,123.9,1581.4,33,Xiaomi_Redmi_Note_8,-13,6,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,63,-77,35.7637088,51.5669526,5.5,1.71844E+12,1.2,84.3,1580.9,33,Xiaomi_Redmi_Note_8,-14,2,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,67,-73,35.7636781,51.5670156,5.4,1.71844E+12,1.2,103.5,1579.1,33,Xiaomi_Redmi_Note_8,-14,8,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,62,-78,35.7636448,51.5670625,5.5,1.71844E+12,1.2,115.5,1584,33,Xiaomi_Redmi_Note_8,-14,1,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,65,-75,35.7635964,51.5671142,5.1,1.71844E+12,1.1,120.1,1582,33,Xiaomi_Redmi_Note_8,-15,5,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,65,-75,35.7635557,51.5671661,5.4,1.71844E+12,1.2,116.9,1581.5,33,Xiaomi_Redmi_Note_8,-15,5,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,63,-77,35.7635284,51.5671926,5.2,1.71844E+12,1,86.7,1581.1,33,Xiaomi_Redmi_Note_8,-16,-3,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,64,-76,35.763474,51.5672361,5.3,1.71844E+12,1.2,117.9,1580.4,33,Xiaomi_Redmi_Note_8,-13,4,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,60,-80,35.7634253,51.5672478,4.8,1.71844E+12,1.1,146.5,1581.2,33,Xiaomi_Redmi_Note_8,-14,-2,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,62,-78,35.7633862,51.5672682,5.7,1.71844E+12,1,147.4,1580.7,33,Xiaomi_Redmi_Note_8,-14,-5,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,62,-78,35.7633503,51.5672862,6.8,1.71844E+12,1.1,151.8,1580.6,33,Xiaomi_Redmi_Note_8,-14,-5,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,57,-83,35.7633175,51.5673527,8.5,1.71844E+12,1.2,152,1579.1,33,Xiaomi_Redmi_Note_8,-16,-3,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,59,-81,35.7632627,51.5674775,8.9,1.71844E+12,1.3,134.4,1580.4,33,Xiaomi_Redmi_Note_8,-14,3,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,54,-86,35.7632111,51.5675595,9.7,1.71844E+12,1.3,136.6,1580.9,33,Xiaomi_Redmi_Note_8,-14,3,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,54,-86,35.7631641,51.5676021,11.9,1.71844E+12,1.2,147.4,1571.9,33,Xiaomi_Redmi_Note_8,-14,3,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,54,-86,35.7631229,51.5676746,9.6,1.71844E+12,1,33.6,1586.9,33,Xiaomi_Redmi_Note_8,-13,-3,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,56,-84,35.7631097,51.5677047,5.7,1.71844E+12,0.9,146.8,1586.9,33,Xiaomi_Redmi_Note_8,-18,-7,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,57,-83,35.7630721,51.5677347,6.3,1.71844E+12,1,145.3,1588.1,33,Xiaomi_Redmi_Note_8,-15,3,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,59,-81,35.7630429,51.5677681,6.9,1.71844E+12,1,140.6,1594.3,33,Xiaomi_Redmi_Note_8,-15,-5,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,57,-83,35.7629992,51.5677998,7.6,1.71844E+12,1,164.7,1571.5,33,Xiaomi_Redmi_Note_8,-16,9,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,53,-87,35.7629702,51.5678214,8.2,1.71844E+12,0.9,155.3,1571.9,33,Xiaomi_Redmi_Note_8,-16,-7,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,53,-87,35.7629441,51.5678939,8.5,1.71844E+12,1,132.3,1571.9,33,Xiaomi_Redmi_Note_8,-18,-6,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,53,-87,35.7629406,51.567977,7.5,1.71844E+12,1,120.3,1590,33,Xiaomi_Redmi_Note_8,-18,-6,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,58,-82,35.762916,51.5680458,6.5,1.71844E+12,0.9,131.1,1592.1,33,Xiaomi_Redmi_Note_8,-16,-8,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114037,90289,53,0,139,0,0,4,55,-85,35.7628769,51.568105,6.3,1.71844E+12,1.1,131.2,1587.5,33,Xiaomi_Redmi_Note_8,-19,2,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114007,90289,23,0,139,0,0,4,71,-69,35.7628415,51.5681623,6,1.71844E+12,1.1,123.2,1588.3,33,Xiaomi_Redmi_Note_8,-7,-2,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,73,-67,35.7628037,51.5682155,5.7,1.71844E+12,0.9,131.1,1590.6,33,Xiaomi_Redmi_Note_8,-17,16,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,76,-64,35.7627585,51.5682679,5.2,1.71844E+12,1,136.2,1586.7,33,Xiaomi_Redmi_Note_8,-14,18,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,71,-69,35.7627178,51.568314,4.9,1.71844E+12,1,141.4,1591,33,Xiaomi_Redmi_Note_8,-12,19,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,75,-65,35.7626742,51.5683557,5.5,1.71844E+12,1.1,140.2,1592.2,33,Xiaomi_Redmi_Note_8,-10,22,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,75,-65,35.7626378,51.5684052,5.9,1.71844E+12,1.1,141.2,1570.8,33,Xiaomi_Redmi_Note_8,-11,10,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,74,-66,35.7626061,51.5684579,5.7,1.71844E+12,1.1,134.7,1593.7,33,Xiaomi_Redmi_Note_8,-11,5,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,74,-66,35.7625671,51.5685012,6,1.71844E+12,1.1,145.3,1571.5,33,Xiaomi_Redmi_Note_8,-11,5,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,74,-66,35.7625213,51.5685376,6.8,1.71844E+12,1.1,149.1,1571.9,33,Xiaomi_Redmi_Note_8,-10,13,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,69,-71,35.7624809,51.5685814,5.8,1.71844E+12,1,144.5,1571.3,33,Xiaomi_Redmi_Note_8,-11,6,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,69,-71,35.7624442,51.5686252,5.5,1.71844E+12,1,140.4,1571.5,33,Xiaomi_Redmi_Note_8,-11,6,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,66,-74,35.7624083,51.5686596,6.3,1.71844E+12,1.1,146.1,1571.3,33,Xiaomi_Redmi_Note_8,-11,14,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,64,-76,35.7623673,51.5687109,6.4,1.71844E+12,1.2,146,1571.3,33,Xiaomi_Redmi_Note_8,-13,5,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,63,-77,35.7623367,51.5687679,6.6,1.71844E+12,1.1,135.5,1571.3,33,Xiaomi_Redmi_Note_8,-12,0,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,68,-72,35.7623031,51.5688374,6.5,1.71844E+12,1.2,138.3,1571.2,33,Xiaomi_Redmi_Note_8,-12,4,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,70,-70,35.7622747,51.5688959,6.2,1.71844E+12,1.2,134,1570.1,33,Xiaomi_Redmi_Note_8,-12,10,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,70,-70,35.7622445,51.5689719,6.4,1.71844E+12,1.3,130.7,1570.8,33,Xiaomi_Redmi_Note_8,-12,4,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,72,-68,35.7621981,51.5690138,6.7,1.71844E+12,1.2,136.1,1570.8,33,Xiaomi_Redmi_Note_8,-11,14,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,69,-71,35.7621557,51.5690569,6.3,1.71844E+12,1.2,134.6,1571.5,33,Xiaomi_Redmi_Note_8,-12,4,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,65,-75,35.7621083,51.5691078,5.8,1.71844E+12,1.2,131.7,1571.9,33,Xiaomi_Redmi_Note_8,-16,7,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,65,-75,35.7620646,51.5691485,6.3,1.71844E+12,1.1,142.4,1571.9,33,Xiaomi_Redmi_Note_8,-16,2,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,63,-77,35.7620107,51.5691858,7.3,1.71844E+12,1.2,149.1,1571.3,33,Xiaomi_Redmi_Note_8,-15,-2,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,63,-77,35.7619566,51.5692192,8,1.71844E+12,1.1,148.4,1571.3,33,Xiaomi_Redmi_Note_8,-15,-2,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,66,-74,35.7619102,51.5692713,7.3,1.71844E+12,1.1,146.5,1571.3,33,Xiaomi_Redmi_Note_8,-16,5,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,70,-70,35.761864,51.5693098,6.6,1.71844E+12,1.1,153.4,1571.3,33,Xiaomi_Redmi_Note_8,-15,6,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,72,-68,35.7618158,51.5693459,6.6,1.71844E+12,1.1,150,1570.1,33,Xiaomi_Redmi_Note_8,-15,11,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,67,-73,35.7617671,51.5693811,7.6,1.71844E+12,1.1,150.9,1571.2,33,Xiaomi_Redmi_Note_8,-15,6,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,62,-78,35.7617197,51.5694093,9.2,1.71844E+12,1.1,158.6,1571.2,33,Xiaomi_Redmi_Note_8,-15,-6,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,75,-65,35.7616841,51.5694523,9,1.71844E+12,1.1,149.8,1568.3,33,Xiaomi_Redmi_Note_8,-13,14,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,72,-68,35.7616485,51.5695094,7.7,1.71844E+12,1.2,151.4,1570.1,33,Xiaomi_Redmi_Note_8,-15,7,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,72,-68,35.7616061,51.569564,8,1.71844E+12,1.3,148,1571.3,33,Xiaomi_Redmi_Note_8,-15,7,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,78,-62,35.7615745,51.5696244,9.2,1.71844E+12,1.2,144.8,1571.3,33,Xiaomi_Redmi_Note_8,-14,16,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,75,-65,35.7615665,51.5696994,6.6,1.71844E+12,1.1,135.5,1571.9,33,Xiaomi_Redmi_Note_8,-12,11,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,79,-61,35.761524,51.5697392,5.7,1.71844E+12,1.1,145,1570.8,33,Xiaomi_Redmi_Note_8,-11,5,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,73,-67,35.7614952,51.5697589,6.7,1.71844E+12,0.2,152,1570.8,33,Xiaomi_Redmi_Note_8,-14,-2,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113997,90289,13,0,139,0,0,4,72,-68,35.7614969,51.5697573,6.5,1.71844E+12,0.1,-2000,1571.3,33,Xiaomi_Redmi_Note_8,-15,-2,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23113996,90289,12,0,138,0,0,4,70,-70,35.7614502,51.5697966,5.6,1.71844E+12,1.1,153.7,1571.3,33,Xiaomi_Redmi_Note_8,-14,7,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114007,90289,23,0,139,0,0,4,65,-75,35.7613678,51.5698636,5.5,1.71844E+12,0.8,184.2,1571.3,33,Xiaomi_Redmi_Note_8,-14,15,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114007,90289,23,0,139,0,0,4,65,-75,35.7613844,51.5698822,6.4,1.71844E+12,0.1,88,1571.3,33,Xiaomi_Redmi_Note_8,-13,10,-1000,-1,-1,,,,,,,,,,,
2,LTE,LTE,IR-MCI,432,11,45214,23114007,90289,23,0,139,0,0,4,65,-75,35.7613899,51.5698876,6.1,1.71844E+12,0.1,59.1,1571.9,33,Xiaomi_Redmi_Note_8,-13,10,-1000,-1,-1,,,,,,,,,,,
